identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
731,squad_break_building,200,200,500,500,500,500,0,0,0,,,,,特车二课第二小队,累计摧毁200个建筑。,1,8,摧毁建筑,0,,,,0
732,squad_break_building,500,500,1000,1000,1000,1000,0,0,0,,,,,N2爆雷,累计摧毁500个建筑。,1,8,摧毁建筑,0,,,,0
733,squad_break_building,1000,1000,2000,2000,2000,2000,0,0,0,,,,,水坝破坏者,累计摧毁1000个建筑。,1,8,摧毁建筑,0,,,,0
734,squad_break_building,2000,2000,3000,3000,3000,3000,0,0,0,,,,,哈里斯的夜间派对,累计摧毁2000个建筑。,1,8,摧毁建筑,0,,,,0
735,squad_break_building,5000,3000,4000,4000,4000,4000,0,0,0,,,,,李梅的火舞,累计摧毁5000个建筑。,1,8,摧毁建筑,0,,,,0
736,squad_break_building,10000,4000,5000,5000,5000,5000,0,0,0,,,,,炸回石器时代,累计摧毁10000个建筑。,1,8,摧毁建筑,0,,,,0
737,c_hostage_die,1,1000,1000,1000,1000,1000,5,0,0,,,,,-500分,有序紊流-3号防御据点：本场战役中有人质死亡。,100,1008,人质死亡,0,10124,10124,,0
738,c_enemy_die,1,1000,1000,1000,1000,1000,5,0,0,,,,,杰罗尼莫,有序紊流-总攻击：击杀新势力坦克。,100,1009,杰罗尼莫,0,10128,91066,,0
739,c_win_without_squad,1,1000,1000,1000,1000,1000,5,0,0,,,,,枪神,有序紊流-“支援”：不使用火力单位获得战役胜利。,100,1010,枪神,0,10121,1,,0
740,c_ally_betray,1,1000,1000,1000,1000,1000,5,0,0,,,,,操偶师,有序紊流-为了未来：使第三方人形叛变成为我方。,100,1011,操偶师,0,10129,92019,,0
741,save_fulllife_hostage_nobattle,1,1000,1000,1000,1000,1000,5,0,0,,,,,不失败的要塞攻略,有序紊流-飓风营救：没有发生战斗的情况下救援满血人质。,100,1012,不流血的要塞攻略,0,10155,,,0
742,no_skip_winter_activity2,1,1000,1000,1000,1000,1000,5,0,0,,,,,又是这个人,完整浏览异构体制作人员名单。,100,1013,就是这个人,0,,,,0
743,all_spots_belong1,1,1000,1000,1000,1000,1000,5,0,0,,,,,黑暗虚空·异构体,异构体-幻影的和平Ⅰ·战斗：战役胜利时占领所有据点。,100,1014,黑暗虚空,0,"10196,10254",,,0
744,all_team_without_ammomre,1,1000,1000,1000,1000,1000,5,0,0,,,,,败于徒手·异构体,异构体-幻影的和平Ⅲ·战斗：战役胜利时场上所有梯队口粮弹药为0。,100,1015,徒手,0,"10199,10255",,,0
745,hostage_die_2nd,1,1000,1000,1000,1000,1000,5,0,0,,,,,-500分·异构体,异构体-边境之外Ⅱ：本场战役中有人质死亡。,100,1016,人质死亡,0,"10210,10258",,,0
746,coffeeshop_comic,10,0,0,0,0,0,0,0,0,,,,523-1,新的漫画！！再次！！,在宿舍咖啡厅解锁10本漫画。,6,94,漫画,0,,,,0
747,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,白骑士行进·瓦尔哈拉,瓦尔哈拉-青春期EX：战斗胜利情况下不进行任何一场战斗。,100,1017,完美潜入,0,,10286,,0
748,explore_has_time,10,30,30,30,30,10,0,0,0,"4001-50,4002-50,4003-50,4004-50,6010-1,6011-1",,,,漂泊的落叶,累计完成10小时探索,13,247,探索N小时,0,,,,17
749,explore_has_time,50,60,60,60,60,20,0,0,0,"4001-100,4002-100,4003-100,4004-100,6012-1,6013-1",,,,徘徊的浮萍,累计完成50小时探索,13,247,探索N小时,0,,,,17
750,explore_has_time,100,100,100,100,100,30,0,0,0,"4001-150,4002-150,4003-150,4004-150,6010-1,6011-1,6012-1,6013-1",,,,摇曳的轻舟,累计完成100小时探索,13,247,探索N小时,0,,,,17
751,explore_has_time,500,200,200,200,200,60,0,0,0,"4001-200,4002-200,4003-200,4004-200,6010-1,6011-1,6012-1,6013-1",,,,彷徨的飞鸟,累计完成500小时探索,13,247,探索N小时,0,,,,17
752,explore_has_time,1000,500,500,500,500,200,0,0,0,"4001-250,4002-250,4003-250,4004-250,6010-2,6011-2,6012-2,6013-2",,,,游荡的浮云,累计完成1000小时探索,13,247,探索N小时,0,,,,17
753,explore_has_time,2000,1000,1000,1000,1000,300,0,0,0,"4001-300,4002-300,4003-300,4004-300,6010-2,6011-2,6012-2,6013-2",,,,流浪的疾风,累计完成2000小时探索,13,247,探索N小时,0,,,,17
754,explore_has_time,5000,2000,2000,2000,2000,600,0,0,0,"4001-350,4002-350,4003-350,4004-350,6010-3,6011-3,6012-3,6013-3",,,,迷茫的行者,累计完成5000小时探索,13,247,探索N小时,0,,,,17
755,explore_has_time,10000,3000,3000,3000,3000,1000,0,0,0,"4001-400,4002-400,4003-400,4004-400,6010-3,6011-3,6012-3,6013-3",,,,永远的旅人,累计完成10000小时探索,13,247,探索N小时,0,,,,17
756,explore_has_time,20000,4000,4000,4000,4000,1300,0,0,0,"4001-500,4002-500,4003-500,4004-500,6010-4,6011-4,6012-4,6013-4",,,,我，无处不在,累计完成20000小时探索,13,247,探索N小时,0,,,,17
757,explore_event_num,50,30,0,0,0,0,0,0,0,6003-1,,,,灵机一动,在探索过程中遇见50个回声事件,13,248,事件,0,,,,17
758,explore_event_num,100,60,0,0,0,0,0,0,0,6003-2,,,,随机应变,在探索过程中遇见100个回声事件,13,248,事件,0,,,,17
759,explore_event_num,500,100,0,0,0,0,0,0,0,6003-3,,,,见机行事,在探索过程中遇见500个回声事件,13,248,事件,0,,,,17
760,explore_event_num,1000,200,0,0,0,0,0,0,0,6003-4,,,,惊吓不是惊喜,在探索过程中遇见1000个回声事件,13,248,事件,0,,,,17
761,explore_event_num,5000,500,0,0,0,0,0,0,0,6003-5,,,,计划赶不上变化,在探索过程中遇见5000个回声事件,13,248,事件,0,,,,17
762,explore_event_num,10000,1000,0,0,0,0,0,0,0,6003-6,,,,处处充满意外,在探索过程中遇见10000个回声事件,13,248,事件,0,,,,17
763,explore_event_num,20000,2000,0,0,0,0,0,0,0,6003-7,,,,这就是人生,在探索过程中遇见20000个回声事件,13,248,事件,0,,,,17
764,explore_event_prize_num,1,30,0,0,0,0,0,0,0,6006-1,,,,荒野中的一点惊喜,首次获取探索中途奖励,13,249,礼物,0,,,,17
765,explore_event_prize_num,10,60,0,0,0,0,0,0,0,6006-2,,,,不寻常的两份奖励,累计获取10个探索中途奖励,13,249,礼物,0,,,,17
766,explore_event_prize_num,50,100,0,0,0,0,0,0,0,6006-3,,,,看惯了的三件杂物,累计获取50个探索中途奖励,13,249,礼物,0,,,,17
767,explore_event_prize_num,100,200,0,0,0,0,0,0,0,6006-4,,,,一般般的四件道具,累计获取100个探索中途奖励,13,249,礼物,0,,,,17
768,explore_event_prize_num,500,500,0,0,0,0,0,0,0,6006-5,,,,没啥用的五个箱子,累计获取500个探索中途奖励,13,249,礼物,0,,,,17
769,explore_event_prize_num,1000,1000,0,0,0,0,0,0,0,6006-6,,,,放置中的六包资材,累计获取1000个探索中途奖励,13,249,礼物,0,,,,17
770,explore_event_prize_num,2000,2000,0,0,0,0,0,0,0,6006-7,,,,还想要的七样装备,累计获取2000个探索中途奖励,13,249,礼物,0,,,,17
771,explore_event_prize_num,5000,3000,0,0,0,0,0,0,0,6006-8,,,,很累了的八个梯队,累计获取5000个探索中途奖励,13,249,礼物,0,,,,17
772,explore_type7_item,1,30,0,0,0,0,0,0,0,6009-1,,,,烛火警告,首次获取特效,13,250,特效,0,,,,0
773,explore_type7_item,10,60,0,0,0,0,0,0,0,6009-2,,,,白炽灯警告,累计获取10个特效,13,250,特效,0,,,,0
774,explore_type7_item,20,100,0,0,0,0,0,0,0,6009-3,,,,日光灯警告,累计获取20个特效,13,250,特效,0,,,,0
775,explore_type7_item,50,200,0,0,0,0,0,0,0,6009-4,,,,霓虹灯警告,累计获取50个特效,13,250,特效,0,,,,0
776,explore_type7_item,100,500,0,0,0,0,0,0,0,6009-5,,,,灯光秀警告,累计获取100个特效,13,250,特效,0,,,,0
777,explore_type7_item,150,1000,0,0,0,0,0,0,0,6009-6,,,,电焊工警告,累计获取150个特效,13,250,特效,0,,,,0
778,explore_type7_item,200,2000,0,0,0,0,0,0,0,6009-7,,,,光污染警告,累计获取200个特效,13,250,特效,0,,,,0
779,explore_type7_item,300,3000,0,0,0,0,0,0,0,6009-8,,,,光癫痫警告,累计获取300个特效,13,250,特效,0,,,,0
780,get_uniform_num,5,30,0,0,0,0,0,0,0,,,,,我需要一个空衣架,累计获得5件指挥官服装,13,251,解锁N件装扮,0,,,,20
781,get_uniform_num,15,60,0,0,0,0,0,50,0,,,,,我需要一个空橱窗,累计获得15件指挥官服装,13,251,解锁N件装扮,0,,,,20
782,get_uniform_num,30,100,0,0,0,0,0,100,0,,,,,我需要一个空衣柜,累计获得30件指挥官服装,13,251,解锁N件装扮,0,,,,20
783,get_uniform_num,50,200,0,0,0,0,0,150,0,,,,,我需要一间空房间,累计获得50件指挥官服装,13,251,解锁N件装扮,0,,,,20
784,get_uniform_num,80,500,0,0,0,0,0,200,0,,,,,我需要一栋空屋子,累计获得80件指挥官服装,13,251,解锁N件装扮,0,,,,20
785,get_uniform_num,120,1000,0,0,0,0,0,300,0,,,,,我需要一间空仓库,累计获得120件指挥官服装,13,251,解锁N件装扮,0,,,,20
786,get_uniform_num,150,2000,0,0,0,0,0,400,0,,,,,我需要四次元口袋,累计获得150件指挥官服装,13,251,解锁N件装扮,0,,,,20
787,get_uniform_num,180,3000,0,0,0,0,0,500,0,,,,,我真的没有衣服穿,累计获得180件指挥官服装,13,251,解锁N件装扮,0,,,,20
788,get_uniform_class_num,1,30,0,0,0,0,0,0,0,,,,,服仪标准守则,首次激活指挥官服装套装,13,252,解锁N件装扮,0,,,,20
789,get_uniform_class_num,3,60,0,0,0,0,0,0,0,601-1,,,,穿着基本对策,累计激活3套指挥官套装,13,252,解锁N件装扮,0,,,,20
790,get_uniform_class_num,5,100,0,0,0,0,0,0,0,601-2,,,,理想搭配参考,累计激活5套指挥官套装,13,252,解锁N件装扮,0,,,,20
791,get_uniform_class_num,8,200,0,0,0,0,0,0,0,601-3,,,,着衣进阶教程,累计激活8套指挥官套装,13,252,解锁N件装扮,0,,,,20
792,get_uniform_class_num,12,500,0,0,0,0,0,0,0,602-1,,,,专家形象指南,累计激活12套指挥官套装,13,252,解锁N件装扮,0,,,,20
793,get_uniform_class_num,20,1000,0,0,0,0,0,0,0,602-2,,,,时尚达人手札,累计激活20套指挥官套装,13,252,解锁N件装扮,0,,,,20
794,get_uniform_class_num,30,2000,0,0,0,0,0,0,0,602-3,,,,穿衣品位的自我修养,累计激活30套指挥官套装,13,252,解锁N件装扮,0,,,,20
795,uniform_get_color,1,30,0,0,0,0,0,0,0,,,,,雄黄、朱砂与黄丹,首次完成指挥官服装染色,13,253,染料,0,,,,20
796,uniform_get_color,20,60,0,0,0,0,0,0,0,601-1,,,,蓝草与茜草,累计为指挥官服装染色20次,13,253,染料,0,,,,20
797,uniform_get_color,50,100,0,0,0,0,0,0,0,601-2,,,,泰尔紫,累计为指挥官服装染色50次,13,253,染料,0,,,,20
798,uniform_get_color,100,200,0,0,0,0,0,0,0,601-3,,,,苏枋红,累计为指挥官服装染色100次,13,253,染料,0,,,,20
799,uniform_get_color,200,500,0,0,0,0,0,0,0,601-4,,,,碱性品绿,累计为指挥官服装染色200次,13,253,染料,0,,,,20
800,uniform_get_color,400,1000,0,0,0,0,0,0,0,602-1,,,,硫化黑,累计为指挥官服装染色400次,13,253,染料,0,,,,20
801,uniform_get_color,800,2000,0,0,0,0,0,0,0,602-2,,,,全合成靛蓝,累计为指挥官服装染色800次,13,253,染料,0,,,,20
802,uniform_get_color,1200,3000,0,0,0,0,0,0,0,602-3,,,,卡雅赛隆反应染料,累计为指挥官服装染色1200次,13,253,染料,0,,,,20
803,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,完美潜入,裂变链接-认知裂变Ⅱ-战斗EX：战斗胜利情况下不进行任何一场战斗。,100,1018,完美潜入,0,,"10312,10350",,0
804,hostage_die,1,1000,1000,1000,1000,1000,5,0,0,,,,,-500分·偏振光,偏振光-全内反射II：本场战役中有人质死亡。,100,1019,人质死亡,0,10392,,,0
805,sangvis_daily_retrieval,5,0,0,0,0,0,0,0,0,,,,,草场捉虫,累积完成5次融合势力单位常规回收。,15,271,免费捕获,640,,,,21
806,sangvis_daily_retrieval,20,60,0,0,0,0,0,0,0,10604-2,,,,烛影吞蛾,累积完成20次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
807,sangvis_daily_retrieval,50,100,0,0,0,0,0,0,0,10604-3,,,,潭中捕蛇,累积完成50次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
808,sangvis_daily_retrieval,100,200,0,0,0,0,0,0,0,10604-4,,,,平野猎兔,累积完成100次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
809,sangvis_daily_retrieval,200,500,0,0,0,0,0,0,0,10604-5,,,,牧边收犬,累积完成200次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
810,sangvis_daily_retrieval,400,1000,0,0,0,0,0,0,0,10604-6,,,,崖角追鹰,累积完成400次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
811,sangvis_daily_retrieval,800,2000,0,0,0,0,0,0,0,10604-7,,,,林幽伏虎,累积完成800次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
812,sangvis_daily_retrieval,1500,3000,0,0,0,0,0,0,0,10604-8,,,,荒原逐象,累积完成1500次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
813,sangvis_daily_retrieval,3000,4000,0,0,0,0,0,0,0,10604-9,,,,深海伐鲸,累积完成3000次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
814,sangvis_daily_retrieval,5000,5000,0,0,0,0,0,0,0,10604-10,,,,沤梦寻蝶,累积完成5000次融合势力单位常规回收。,15,271,免费捕获,0,,,,21
815,sangvis_aided_retrieval,5,30,0,0,0,0,0,0,0,605-1,,,,苍蝇拍,累积完成5次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
816,sangvis_aided_retrieval,20,60,0,0,0,0,0,0,0,605-1,,,,蟑螂屋,累积完成20次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
817,sangvis_aided_retrieval,50,100,0,0,0,0,0,0,0,605-1,,,,捕虫网,累积完成50次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
818,sangvis_aided_retrieval,100,200,0,0,0,0,0,0,0,605-2,,,,钓鱼钩,累积完成100次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
819,sangvis_aided_retrieval,500,500,0,0,0,0,0,0,0,605-2,,,,罗雀筐,累积完成500次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
820,sangvis_aided_retrieval,1000,1000,0,0,0,0,0,0,0,605-2,,,,熬鹰酒,累积完成1000次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
821,sangvis_aided_retrieval,2000,2000,0,0,0,0,0,0,0,605-2,,,,圈羊栅,累积完成2000次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
822,sangvis_aided_retrieval,4000,3000,0,0,0,0,0,0,0,605-3,,,,拦马索,累积完成4000次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
823,sangvis_aided_retrieval,6000,4000,0,0,0,0,0,0,0,605-3,,,,打虎棍,累积完成6000次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
824,sangvis_aided_retrieval,10000,5000,0,0,0,0,0,0,0,605-3,,,,斩龙刀,累积完成10000次融合势力单位协力回收。,15,272,付费捕获,0,,,,21
825,sangvis_diffrolenum_enemy,10,30,30,30,30,30,0,0,0,,,,,收集菜鸟,图鉴解锁不同敌人10个。,15,273,图鉴解锁敌人,0,,,,0
826,sangvis_diffrolenum_enemy,20,60,50,50,50,50,0,10,0,,,,,收集新手,图鉴解锁不同敌人20个。,15,273,图鉴解锁敌人,0,,,,0
827,sangvis_diffrolenum_enemy,30,100,100,100,100,100,0,30,0,,,,,收集门徒,图鉴解锁不同敌人30个。,15,273,图鉴解锁敌人,0,,,,0
828,sangvis_diffrolenum_enemy,40,200,200,200,200,200,0,50,0,,,,,收集精英,图鉴解锁不同敌人40个。,15,273,图鉴解锁敌人,0,,,,0
829,sangvis_diffrolenum_enemy,50,500,500,500,500,500,0,100,0,,,,,收集老手,图鉴解锁不同敌人50个。,15,273,图鉴解锁敌人,0,,,,0
830,sangvis_diffrolenum_enemy,60,1000,1000,1000,1000,1000,0,200,0,,,,,收集大师,图鉴解锁不同敌人60个。,15,273,图鉴解锁敌人,0,,,,0
831,sangvis_diffrolenum_enemy,70,2000,1500,1500,1500,1500,0,250,0,,,,,收集宗师,图鉴解锁不同敌人70个。,15,273,图鉴解锁敌人,0,,,,0
832,sangvis_diffrolenum_captured,10,30,30,30,30,30,0,0,0,,,,,友人帐：工笔,图鉴解锁可捕获融合势力单位10个。,15,274,图鉴解锁捕获,0,,,,21
833,sangvis_diffrolenum_captured,20,60,50,50,50,50,0,10,0,,,,,友人帐：肖形,图鉴解锁可捕获融合势力单位20个。,15,274,图鉴解锁捕获,0,,,,21
834,sangvis_diffrolenum_captured,30,100,100,100,100,100,0,30,0,,,,,友人帐：拙丑,图鉴解锁可捕获融合势力单位30个。,15,274,图鉴解锁捕获,0,,,,21
835,sangvis_diffrolenum_captured,40,200,200,200,200,200,0,50,0,,,,,友人帐：通意,图鉴解锁可捕获融合势力单位40个。,15,274,图鉴解锁捕获,0,,,,21
836,sangvis_diffrolenum_captured,50,500,500,500,500,500,0,100,0,,,,,友人帐：画龙,图鉴解锁可捕获融合势力单位50个。,15,274,图鉴解锁捕获,0,,,,21
837,sangvis_diffrolenum_captured,60,1000,1000,1000,1000,1000,0,200,0,,,,,友人帐：留白,图鉴解锁可捕获融合势力单位60个。,15,274,图鉴解锁捕获,0,,,,21
838,sangvis_diffrolenum_captured,70,2000,1500,1500,1500,1500,0,250,0,,,,,友人帐：点睛,图鉴解锁可捕获融合势力单位70个。,15,274,图鉴解锁捕获,0,,,,21
839,sangvis_specialnum_max,1,30,30,30,30,10,0,0,0,606-5,,,,哥雷姆炼成师：初次,首次获得巨型融合势力单位。,15,275,最大体型,0,,,,21
840,sangvis_specialnum_max,10,60,60,60,60,20,0,0,0,606-5,,,,哥雷姆炼成师：初窥,获得巨型融合势力单位10个。,15,275,最大体型,0,,,,21
841,sangvis_specialnum_max,20,100,100,100,100,30,0,0,0,606-10,,,,哥雷姆炼成师：入门,获得巨型融合势力单位20个。,15,275,最大体型,0,,,,21
842,sangvis_specialnum_max,30,200,200,200,200,60,0,0,0,606-10,,,,哥雷姆炼成师：娴熟,获得巨型融合势力单位30个。,15,275,最大体型,0,,,,21
843,sangvis_specialnum_max,40,500,500,500,500,200,0,0,0,606-15,,,,哥雷姆炼成师：老练,获得巨型融合势力单位40个。,15,275,最大体型,0,,,,21
844,sangvis_specialnum_max,50,1000,1000,1000,1000,300,0,0,0,606-20,,,,哥雷姆炼成师：自如,获得巨型融合势力单位50个。,15,275,最大体型,0,,,,21
845,sangvis_specialnum_max,60,2000,2000,2000,2000,600,0,0,0,606-25,,,,哥雷姆炼成师：精英,获得巨型融合势力单位60个。,15,275,最大体型,0,,,,21
846,sangvis_specialnum_max,80,3000,3000,3000,3000,1000,0,0,0,606-30,,,,哥雷姆炼成师：大师,获得巨型融合势力单位80个。,15,275,最大体型,0,,,,21
847,sangvis_specialnum_max,100,4000,4000,4000,4000,1300,0,0,0,606-35,,,,哥雷姆炼成师：宗师,获得巨型融合势力单位100个。,15,275,最大体型,0,,,,21
848,sangvis_specialnum_max,120,5000,5000,5000,5000,1600,0,0,0,606-40,,,,哥雷姆炼成师：传说,获得巨型融合势力单位120个。,15,275,最大体型,0,,,,21
849,sangvis_specialnum_min,1,30,30,30,30,10,0,0,0,606-5,,,,地灵守门人,首次获取微型融合势力单位。,15,276,最小体型,0,,,,21
850,sangvis_specialnum_min,10,60,60,60,60,20,0,0,0,606-5,,,,地灵引路者,获得微型融合势力单位10个。,15,276,最小体型,0,,,,21
851,sangvis_specialnum_min,20,100,100,100,100,30,0,0,0,606-10,,,,地灵小队长,获得微型融合势力单位20个。,15,276,最小体型,0,,,,21
852,sangvis_specialnum_min,30,200,200,200,200,60,0,0,0,606-10,,,,地灵中队长,获得微型融合势力单位30个。,15,276,最小体型,0,,,,21
853,sangvis_specialnum_min,40,500,500,500,500,200,0,0,0,606-15,,,,地灵大队长,获得微型融合势力单位40个。,15,276,最小体型,0,,,,21
854,sangvis_specialnum_min,50,1000,1000,1000,1000,300,0,0,0,606-20,,,,地灵将领,获得微型融合势力单位50个。,15,276,最小体型,0,,,,21
855,sangvis_specialnum_min,60,2000,2000,2000,2000,600,0,0,0,606-25,,,,地灵统帅,获得微型融合势力单位60个。,15,276,最小体型,0,,,,21
856,sangvis_specialnum_min,80,3000,3000,3000,3000,1000,0,0,0,606-30,,,,地灵领主,获得微型融合势力单位80个。,15,276,最小体型,0,,,,21
857,sangvis_specialnum_min,100,4000,4000,4000,4000,1300,0,0,0,606-35,,,,地灵执政官,获得微型融合势力单位100个。,15,276,最小体型,0,,,,21
858,sangvis_specialnum_min,120,5000,5000,5000,5000,1600,0,0,0,606-40,,,,地灵之王,获得微型融合势力单位120个。,15,276,最小体型,0,,,,21
859,sangvis_level_max,1,30,0,0,0,0,0,0,0,,,,400001-10,某科学的超级人形,首次将融合势力单位升至满级。,15,277,单位满级,0,,,,21
860,sangvis_level_max,10,60,0,0,0,0,0,0,0,,,,400001-20,枪弹之梦,累计将10个融合势力单位升至满级。,15,277,单位满级,0,,,,21
861,sangvis_level_max,20,100,0,0,0,0,0,0,0,,,,400001-30,格里芬再造人,累计将20个融合势力单位升至满级。,15,277,单位满级,0,,,,21
862,sangvis_level_max,30,200,0,0,0,0,0,0,0,,,,400001-50,正确的研究者,累计将30个融合势力单位升至满级。,15,277,单位满级,0,,,,21
863,sangvis_level_max,40,500,0,0,0,0,0,0,0,,,,400001-80,极黑的四十人偶,累计将40个融合势力单位升至满级。,15,277,单位满级,0,,,,21
864,sangvis_level_max,50,1000,0,0,0,0,0,0,0,,,,400001-100,没有心跳的天使,累计将50个融合势力单位升至满级。,15,277,单位满级,0,,,,21
865,sangvis_level_max,60,2000,0,0,0,0,0,0,0,,,,400001-150,爱，生命和机器人,累计将60个融合势力单位升至满级。,15,277,单位满级,0,,,,21
866,sangvis_level_max,80,3000,0,0,0,0,0,0,0,,,,400001-200,黑色镜像,累计将80个融合势力单位升至满级。,15,277,单位满级,0,,,,21
867,sangvis_level_max,100,4000,0,0,0,0,0,0,0,,,,400001-250,义体百分百,累计将100个融合势力单位升至满级。,15,277,单位满级,0,,,,21
868,sangvis_level_max,120,5000,0,0,0,0,0,0,0,,,,400001-300,和平之翼,累计将120个融合势力单位升至满级。,15,277,单位满级,0,,,,21
869,sangvis_advance_max,1,30,0,0,0,0,0,0,0,514-10,,,,数据交流,首次将融合势力单位升至满星。,15,278,单位满星,0,,,,21
870,sangvis_advance_max,10,60,0,0,0,0,0,0,0,514-20,,,,青之十号,累计将10个融合势力单位升至满星。,15,278,单位满星,0,,,,21
871,sangvis_advance_max,20,100,0,0,0,0,0,0,0,514-30,,,,世界与明日,累计将20个融合势力单位升至满星。,15,278,单位满星,0,,,,21
872,sangvis_advance_max,30,200,0,0,0,0,0,0,0,514-50,,,,蓝宝石之谜,累计将30个融合势力单位升至满星。,15,278,单位满星,0,,,,21
873,sangvis_advance_max,40,500,0,0,0,0,0,0,0,514-80,,,,人偶使徒,累计将40个融合势力单位升至满星。,15,278,单位满星,0,,,,21
874,sangvis_advance_max,50,1000,0,0,0,0,0,0,0,514-100,,,,亚人之手,累计将50个融合势力单位升至满星。,15,278,单位满星,0,,,,21
875,sangvis_advance_max,60,2000,0,0,0,0,0,0,0,514-150,,,,发条橙子,累计将60个融合势力单位升至满星。,15,278,单位满星,0,,,,21
876,sangvis_advance_max,80,3000,0,0,0,0,0,0,0,514-200,,,,战斗器官,累计将80个融合势力单位升至满星。,15,278,单位满星,0,,,,21
877,sangvis_advance_max,100,4000,0,0,0,0,0,0,0,514-250,,,,明日冲刺,累计将100个融合势力单位升至满星。,15,278,单位满星,0,,,,21
878,sangvis_advance_max,120,5000,0,0,0,0,0,0,0,514-300,,,,极限超越者,累计将120个融合势力单位升至满星。,15,278,单位满星,0,,,,21
879,sangvis_resolution,1,30,0,0,0,0,0,0,0,10604-1,,,,自新世界,首次完成融合势力单位峰值解析。,15,279,解析度,0,,,,21
880,sangvis_resolution,5,60,0,0,0,0,0,0,0,10604-2,,,,神的记事本,累计完成融合势力单位峰值解析5次。,15,279,解析度,0,,,,21
881,sangvis_resolution,10,100,0,0,0,0,0,0,0,10604-3,,,,时空传输,累计完成融合势力单位峰值解析10次。,15,279,解析度,0,,,,21
882,sangvis_resolution,30,200,0,0,0,0,0,0,0,10604-4,,,,新时代光子郎,累计完成融合势力单位峰值解析30次。,15,279,解析度,0,,,,21
883,sangvis_resolution,60,500,0,0,0,0,0,0,0,10604-5,,,,打工战士之父,累计完成融合势力单位峰值解析60次。,15,279,解析度,0,,,,21
884,sangvis_resolution,100,1000,0,0,0,0,0,0,0,10604-6,,,,第一百惑星战役,累计完成融合势力单位峰值解析100次。,15,279,解析度,0,,,,21
885,sangvis_resolution,200,2000,0,0,0,0,0,0,0,10604-7,,,,异世界爆肝狂想曲,累计完成融合势力单位峰值解析200次。,15,279,解析度,0,,,,21
886,sangvis_resolution,300,3000,0,0,0,0,0,0,0,10604-8,,,,武装炼金,累计完成融合势力单位峰值解析300次。,15,279,解析度,0,,,,21
887,sangvis_resolution,400,4000,0,0,0,0,0,0,0,10604-9,,,,真理论破,累计完成融合势力单位峰值解析400次。,15,279,解析度,0,,,,21
888,sangvis_resolution,500,5000,0,0,0,0,0,0,0,10604-10,,,,西部神灵,累计完成融合势力单位峰值解析500次。,15,279,解析度,0,,,,21
889,sangvis_transport,1,30,0,0,0,0,0,0,0,606-5,,,,初次拥抱,首次完成融合势力单位认知灌输。,15,280,数据交换,0,,,,21
890,sangvis_transport,10,60,0,0,0,0,0,0,0,606-5,,,,一来牵手,累积完成融合势力单位认知灌输10次。,15,280,数据交换,0,,,,21
891,sangvis_transport,20,100,0,0,0,0,0,0,0,606-10,,,,二次交流,累积完成融合势力单位认知灌输20次。,15,280,数据交换,0,,,,21
892,sangvis_transport,30,200,0,0,0,0,0,0,0,606-10,,,,三日危情,累积完成融合势力单位认知灌输30次。,15,280,数据交换,0,,,,21
893,sangvis_transport,40,500,0,0,0,0,0,0,0,606-15,,,,四月谎言,累积完成融合势力单位认知灌输40次。,15,280,数据交换,0,,,,21
894,sangvis_transport,50,1000,0,0,0,0,0,0,0,606-20,,,,五夜彷徨,累积完成融合势力单位认知灌输50次。,15,280,数据交换,0,,,,21
895,sangvis_transport,60,2000,0,0,0,0,0,0,0,606-25,,,,六度相遇,累积完成融合势力单位认知灌输60次。,15,280,数据交换,0,,,,21
896,sangvis_transport,80,3000,0,0,0,0,0,0,0,606-30,,,,八方连接,累积完成融合势力单位认知灌输80次。,15,280,数据交换,0,,,,21
897,sangvis_transport,100,4000,0,0,0,0,0,0,0,606-35,,,,百年蔷薇,累积完成融合势力单位认知灌输100次。,15,280,数据交换,0,,,,21
898,sangvis_transport,120,5000,0,0,0,0,0,0,0,606-40,,,,补完计划,累积完成融合势力单位认知灌输120次。,15,280,数据交换,0,,,,21
899,sangvis_disassemble,1,30,0,0,0,0,0,0,0,10604-1,,,,告别战争的第一人,累计进行1次融合势力单位回收。,15,281,融合势力拆解,0,,,,21
