id,description,damage_ratio,extra_damage,buff_id,harm_delay,target_move,is_critical_hit,critical_hit_rate,float_wide,trigger_creation_id,trigger_creation_delay,is_form_hurt,is_miss,is_armor,beat_back_percent,buff_id_target,buff_id_self,hurt_buff_trigger_type,buff_rate,target_move_percent,target_skill,trigger_summoner,defbreak_rate,extra_defbreak,hit_type,is_ricochet,is_shield,fix_damage,ui_control
261501,计量官扫射伤害,60,0,0,0,0,1,100,15,0,0,0,1,1,0,"3983:1,398301:1,398302:1,398303:1",0,0,100,0,0,0,0,0,1,0,0,0,0
261601,计量官_逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3983:1,398301:1,398302:1,398303:1",0,0,100,0,0,0,0,0,1,0,0,0,0
261801,计量官引爆伤害,*101,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1000003726,0
261802,计量官引爆伤害,*101,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1000003727,0
262601,警卫中心周围伤害,*102,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
262801,火炮台燃烧,30,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263001,叛变周围,60,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263101,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
263102,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0
263103,act敌方,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712303:1,0,0,100,0,0,0,0,0,1,0,0,2,0
263104,彩蛋逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000003813:1,0,0,100,0,0,0,0,0,1,0,0,0,0
263105,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
263501,416周围,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263701,法官普攻EX伤害,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003792,0
264201,判定M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712:1,0,100,0,0,0,0,0,1,0,0,0,0
264301,判定97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7157:1,0,0,100,0,0,0,0,0,1,0,0,0,0
264401,普通攻击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003827:1,1000382703:1,1000382704:1","1000382702:1,1000382701:-5",0,100,0,0,0,0,0,1,0,0,0,0
264501,亡语加成逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000383102:1000383104,1000383103:1000383105",0,0,100,0,0,0,0,0,1,0,0,0,0
264502,亡语加成逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717005:1,0,100,0,0,0,0,0,1,0,0,0,0
264601,真实伤害,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1000003841,0
264901,80判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718302:1,0,0,100,0,0,0,0,0,1,0,0,0,0
265101,白刀伤害2,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265301,ZXL攻击2,*101,0,0,0,0,1,100,15,0,0,0,1,1,0,719102:1,0,0,100,0,0,0,0,0,1,0,0,0,0
265302,ZXL攻击_百分比5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719101:-1,719102:-1,719105:1000003941",0,0,100,0,0,0,0,0,1,0,0,1000003938,0
265303,ZXL攻击_百分比4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719101:-1,719102:-1,719105:1000003941",0,0,100,0,0,0,0,0,1,0,0,1000003939,0
265304,ZXL攻击_百分比3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719101:-1,719102:-1,719105:1000003941",0,0,100,0,0,0,0,0,1,0,0,1000003940,0
265401,ZXL攻击2,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,719102:1,0,0,100,0,0,0,0,0,1,0,0,0,0
265601,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719801:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265602,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719802:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265603,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719803:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265604,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719804:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265605,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719805:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265606,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719806:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265607,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719807:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265608,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719808:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265609,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719809:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265610,扫射判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719810:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265701,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719801:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265702,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719802:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265703,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719803:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265704,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719804:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265705,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719805:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265706,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719806:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265707,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719807:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265708,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719808:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265709,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719809:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265710,单体判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37001:1,7199:1,719810:1",0,0,100,0,0,0,0,0,1,0,0,0,0
265901,飞刃伤害EX,100,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
266001,肉鸽普攻_2倍爆伤,*101,0,0,0,0,1,200,0,0,0,0,0,1,0,"1000387705:1,1000387804:1","72008:1,1000003871:1,1000387714:1",0,100,0,0,0,0,0,1,0,0,1000003861,0
266101,肉鸽投掷_狙击,*101,0,0,0,0,1,100,0,0,0,0,0,1,0,0,1000387301:1,1,100,0,0,0,0,0,1,0,0,1000386501,0
266102,狙击,*101,0,0,0,0,1,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
266201,燃烧弹燃烧,*103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
266401,M技能,*101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
267001,NXS逻辑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740812:-1,0,100,0,0,0,0,0,1,0,0,0,0
267101,黑涅托技能,*201,0,0,0,0,1,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003960,0
267501,电击枪攻击,*101,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
999001,支援榴弹,*201,*102,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0
999010,防护值绝对值伤害,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*101,2,100,0,0,0
