level,maxlife,pow,dodge,hit,armor_piercing,armor,shield,def,def_break
60203,3341.93,34.2,28.18,43.73,77.0,117.32,1.0,1336.0,1.0
60204,3355.14,34.24,28.21,43.78,78.0,117.32,1.0,1336.0,1.0
60205,3368.35,34.27,28.24,43.82,78.0,117.32,1.0,1336.0,1.0
60206,3381.56,34.3,28.27,43.86,78.0,117.32,1.0,1336.0,1.0
60207,3394.77,34.34,28.3,43.91,78.0,117.32,1.0,1336.0,1.0
60208,3407.98,34.37,28.32,43.95,78.0,117.32,1.0,1336.0,1.0
60209,3421.19,34.41,28.35,44.0,78.0,117.32,1.0,1336.0,1.0
60210,3434.4,34.44,28.38,44.04,79.0,117.32,1.0,1336.0,1.0
60211,3447.61,34.47,28.41,44.08,79.0,117.32,1.0,1336.0,1.0
60212,3460.82,34.51,28.44,44.13,79.0,117.32,1.0,1336.0,1.0
60213,3474.03,34.54,28.46,44.17,79.0,117.32,1.0,1336.0,1.0
60214,3487.24,34.58,28.49,44.22,79.0,117.32,1.0,1336.0,1.0
60215,3500.45,34.61,28.52,44.26,79.0,117.32,1.0,1336.0,1.0
60216,3513.66,34.64,28.55,44.3,80.0,117.32,1.0,1336.0,1.0
60217,3526.87,34.68,28.58,44.35,80.0,117.32,1.0,1336.0,1.0
60218,3540.08,34.71,28.6,44.39,80.0,117.32,1.0,1336.0,1.0
60219,3553.29,34.75,28.63,44.44,80.0,117.32,1.0,1336.0,1.0
60220,3566.5,34.78,28.66,44.48,80.0,117.32,1.0,1336.0,1.0
60221,3579.71,34.81,28.69,44.52,80.0,117.32,1.0,1336.0,1.0
60222,3592.92,34.85,28.72,44.57,81.0,117.32,1.0,1336.0,1.0
60223,3606.13,34.88,28.74,44.61,81.0,117.32,1.0,1336.0,1.0
60224,3619.34,34.92,28.77,44.66,81.0,117.32,1.0,1336.0,1.0
60225,3632.55,34.95,28.8,44.7,81.0,117.32,1.0,1336.0,1.0
60226,3645.76,34.98,28.83,44.74,81.0,117.32,1.0,1336.0,1.0
60227,3658.97,35.02,28.86,44.79,81.0,117.32,1.0,1336.0,1.0
60228,3672.18,35.05,28.88,44.83,81.0,117.32,1.0,1336.0,1.0
60229,3685.39,35.09,28.91,44.88,82.0,117.32,1.0,1336.0,1.0
60230,3698.6,35.12,28.94,44.92,82.0,117.32,1.0,1336.0,1.0
60231,3711.81,35.15,28.97,44.96,82.0,117.32,1.0,1336.0,1.0
60232,3725.02,35.19,29.0,45.01,82.0,117.32,1.0,1336.0,1.0
60233,3738.23,35.22,29.02,45.05,82.0,117.32,1.0,1336.0,1.0
60234,3751.44,35.26,29.05,45.1,82.0,117.32,1.0,1336.0,1.0
60235,3764.65,35.29,29.08,45.14,83.0,117.32,1.0,1336.0,1.0
60236,3777.86,35.32,29.11,45.18,83.0,117.32,1.0,1336.0,1.0
60237,3791.07,35.36,29.14,45.23,83.0,117.32,1.0,1336.0,1.0
60238,3804.28,35.39,29.16,45.27,83.0,117.32,1.0,1336.0,1.0
60239,3817.49,35.43,29.19,45.32,83.0,117.32,1.0,1336.0,1.0
60240,3830.7,35.46,29.22,45.36,83.0,117.32,1.0,1336.0,1.0
60241,3843.91,35.49,29.25,45.4,84.0,117.32,1.0,1336.0,1.0
60242,3857.12,35.53,29.28,45.45,84.0,117.32,1.0,1336.0,1.0
60243,3870.33,35.56,29.3,45.49,84.0,117.32,1.0,1336.0,1.0
60244,3883.54,35.6,29.33,45.54,84.0,117.32,1.0,1336.0,1.0
60245,3896.75,35.63,29.36,45.58,84.0,117.32,1.0,1336.0,1.0
60246,3909.96,35.66,29.39,45.62,84.0,117.32,1.0,1336.0,1.0
60247,3923.17,35.7,29.42,45.67,85.0,117.32,1.0,1336.0,1.0
60248,3936.38,35.73,29.44,45.71,85.0,117.32,1.0,1336.0,1.0
60249,3949.59,35.77,29.47,45.76,85.0,117.32,1.0,1336.0,1.0
60250,3962.8,35.8,29.5,45.8,85.0,117.32,1.0,1336.0,1.0
60251,3978.65,35.84,29.53,45.85,85.0,117.32,1.0,1336.0,1.0
60252,3994.5,35.87,29.56,45.89,85.0,117.32,1.0,1336.0,1.0
60253,4010.36,35.91,29.59,45.94,85.0,117.32,1.0,1336.0,1.0
60254,4026.21,35.94,29.62,45.98,85.0,117.32,1.0,1336.0,1.0
60255,4042.06,35.98,29.65,46.03,85.0,117.32,1.0,1336.0,1.0
60256,4057.91,36.02,29.68,46.08,85.0,117.32,1.0,1336.0,1.0
60257,4073.76,36.05,29.71,46.12,85.0,117.32,1.0,1336.0,1.0
60258,4089.62,36.09,29.74,46.17,85.0,117.32,1.0,1336.0,1.0
60259,4105.47,36.12,29.77,46.21,85.0,117.32,1.0,1336.0,1.0
60260,4121.32,36.16,29.8,46.26,85.0,117.32,1.0,1336.0,1.0
60261,4137.17,36.2,29.83,46.31,85.0,117.32,1.0,1336.0,1.0
60262,4153.02,36.23,29.86,46.35,85.0,117.32,1.0,1336.0,1.0
60263,4168.88,36.27,29.89,46.4,85.0,117.32,1.0,1336.0,1.0
60264,4184.73,36.3,29.92,46.44,85.0,117.32,1.0,1336.0,1.0
60265,4200.58,36.34,29.95,46.49,85.0,117.32,1.0,1336.0,1.0
60266,4216.43,36.38,29.98,46.54,85.0,117.32,1.0,1336.0,1.0
60267,4232.28,36.41,30.01,46.58,85.0,117.32,1.0,1336.0,1.0
60268,4248.14,36.45,30.04,46.63,85.0,117.32,1.0,1336.0,1.0
60269,4263.99,36.48,30.07,46.67,85.0,117.32,1.0,1336.0,1.0
60270,4279.84,36.52,30.1,46.72,85.0,117.32,1.0,1336.0,1.0
60271,4295.69,36.56,30.13,46.77,85.0,117.32,1.0,1336.0,1.0
60272,4311.54,36.59,30.16,46.81,85.0,117.32,1.0,1336.0,1.0
60273,4327.4,36.63,30.19,46.86,85.0,117.32,1.0,1336.0,1.0
60274,4343.25,36.66,30.22,46.9,85.0,117.32,1.0,1336.0,1.0
60275,4359.1,36.7,30.25,46.95,85.0,117.32,1.0,1336.0,1.0
60276,4374.95,36.74,30.28,47.0,85.0,117.32,1.0,1336.0,1.0
60277,4390.8,36.77,30.31,47.04,85.0,117.32,1.0,1336.0,1.0
60278,4406.66,36.81,30.34,47.09,85.0,117.32,1.0,1336.0,1.0
60279,4422.51,36.84,30.37,47.13,85.0,117.32,1.0,1336.0,1.0
60280,4438.36,36.88,30.4,47.18,85.0,117.32,1.0,1336.0,1.0
60281,4454.21,36.92,30.43,47.23,85.0,117.32,1.0,1336.0,1.0
60282,4470.06,36.95,30.46,47.27,85.0,117.32,1.0,1336.0,1.0
60283,4485.92,36.99,30.49,47.32,85.0,117.32,1.0,1336.0,1.0
60284,4501.77,37.02,30.52,47.36,85.0,117.32,1.0,1336.0,1.0
60285,4517.62,37.06,30.55,47.41,85.0,117.32,1.0,1336.0,1.0
60286,4533.47,37.1,30.58,47.46,85.0,117.32,1.0,1336.0,1.0
60287,4549.32,37.13,30.61,47.5,85.0,117.32,1.0,1336.0,1.0
60288,4565.18,37.17,30.64,47.55,85.0,117.32,1.0,1336.0,1.0
60289,4581.03,37.2,30.67,47.59,85.0,117.32,1.0,1336.0,1.0
60290,4596.88,37.24,30.7,47.64,85.0,117.32,1.0,1336.0,1.0
60291,4612.73,37.28,30.73,47.69,85.0,117.32,1.0,1336.0,1.0
60292,4628.58,37.31,30.76,47.73,85.0,117.32,1.0,1336.0,1.0
60293,4644.44,37.35,30.79,47.78,85.0,117.32,1.0,1336.0,1.0
60294,4660.29,37.38,30.82,47.82,85.0,117.32,1.0,1336.0,1.0
60295,4676.14,37.42,30.85,47.87,85.0,117.32,1.0,1336.0,1.0
60296,4691.99,37.46,30.88,47.92,85.0,117.32,1.0,1336.0,1.0
60297,4707.84,37.49,30.91,47.96,85.0,117.32,1.0,1336.0,1.0
60298,4723.7,37.53,30.94,48.01,85.0,117.32,1.0,1336.0,1.0
60299,4739.55,37.56,30.97,48.05,85.0,117.32,1.0,1336.0,1.0
60300,4755.4,37.6,31.0,48.1,85.0,117.32,1.0,1336.0,1.0
