id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id
286,KAC-PDW,K-PDW,KAC,,,山药//c種﨑敦美//c,Type                       Personal defense weapon//nMass                       4.5 lb (2.0 kg)//nLength                     28 in (710 mm) overall//n                           19.5 in (500 mm) with stock folded//nBarrel length              254 mm (10.0 in)//n                           203 mm (8.0 in) barrel available                        //nCartridge                  6×35mm//n                           .300 AAC Blackout//nAction                     Gas-operated//c rotating bolt//nMuzzle velocity            2//c425 ft/s (739 m/s) with 10-inch (250 mm) barrel//nEffective firing range     250-300 m//nFeed system                30-round detachable box magazine//nSights                     Iron sights,,2,4,8400,25,20,15,10,5,5,2,0,102,130,105,100,120,120,0,15,5,0,105,100,900294,0,300102,756169,,13,4,"8,9","1,15;3,30",0,"3;9,10",2;6,"1;1,2,3,4,13",,150,0,2019-12-26 00:00:00,"1,2",4,0,,,nation_US,10302
287,SIG-556,SIG556,SIG556,,,水熊//c石見舞菜香//c,Type                        assault rifle//nMass                       3.08 kg//nLength                     927.1 mm //nBarrel length              406.4 mm//n                           //nCartridge                  5.56×45mm NATO//nCaliber                    5.56mm//nAction                     Gas-operated//c rotating bolt//nRate of fire               700 round/min (full auto)//nMuzzle velocity            911 m/s//nFeed system                 5-//c 20-//c or 30-round detachable box magazine//nSights                     Rear: rotating diopter drum with tritium night inserts; front: hooded post with folding night post,,4,5,14160,20,20,10,10,2,5,5,0,110,118,115,100,118,115,0,15,20,0,112,100,113501,0,113502,"113503,113504",113505,13,2,"18,19","2,12;4,15",0,"1;1,2,3,4,13",2;8,"3;9,10",,73,0,2019-12-26 00:00:00,"1,2,236",5,0,,,,10403
288,CR-21,CR-21,CR21,,,K箱//c町田佳優//c,Type                        Bullpup assault rifle//nMass                       3.72 kg (8.2 lb)//nLength                     760 mm (29.9 in)//nBarrel length              460 mm (18.1 in)                         //nCartridge                  5.56×45mm NATO//nCaliber                    5.56mm//nAction                     Gas-operated//c rotating bolt//nRate of fire               700 round/min (full auto)//nMuzzle velocity            980 m/s//nFeed system                20 or 35-round detachable R4magazines//nSights                     Fiber optic illuminated reflex sight//n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n,,4,4,12900,20,20,10,10,2,5,5,0,100,108,122,100,130,105,0,15,20,0,115,130,113601,0,113602,113603,,13,2,"18,19","3,50;4,12",0,"1;1,2,3,4,13",2;8,"3;9,10",,48,0,2019-12-26 00:00:00,"1,2",4,0,,,,10402
289,R5,R5,R5RGP,,,音符//c朝日奈丸佳//c,"Type                       Assault rifle     //nMass                       3.0 kg (6.56 lb) (unloaded//c w/ 10.5"" barrel) 3.2 kg (6.95 lb) (unloaded//c w/ 14.5"" barrel)//nLength                     w/ 10.5"" barrel://n                           688 mm (27.10 in) collapsed//c 768 mm (30.25 in) extended//n                           w/ 14.5"" barrel://n                           780 mm (30.6 in) collapsed//c 860 mm (34 in) extended//nBarrel length              270 mm (10.5 in) 370 mm (14.5 in)                        //nCartridge                  5.56×45mm NATO//nBarrels                    10.5"" or 14.5""//nAction                     Gas piston//nFeed system                Various STANAG magazines.",,4,5,13980,20,20,10,10,2,5,5,0,112,120,112,100,130,102,0,15,20,0,120,100,100108,0,300103,,109102,13,2,"17,19","2,12;4,15",0,"1;1,2,3,4,13",2;8,"3;9,10",,215,0,2019-12-28 00:00:00,227,5,0,,,nation_US,10803
290,89式自,Type89,HowaType89,,,Parsley//c渕上舞//c,Type                       Assault rifle//nMass                       3.5 kg (7.7 lb)//nLength                     916 mm (36.1 in)//c (670 mm (26.4 in) with Howa Type 89-F)//nBarrel length              420 mm (16.5 in)                          //nCartridge                  5.56×45mm NATO//nAction                     Gas-operated//nRate of fire               750 rounds/min//nMuzzle velocity            920 m/s//nEffective firing range     500 m//nFeed system                20/30-round detachable STANAG magazines//nSights                     Iron sights; optical sights can be placed with weaver or Picatinny railing mount,,4,5,14880,20,20,10,10,2,5,5,0,110,120,118,100,118,110,0,15,20,0,116,100,901298,0,901295,"901297,901301","901296,901299,901300",13,2,"17,18,19","1,20;4,15",0,"1;1,2,3,4,13",2;8,"3;9,10",,215,0,2020-02-06 00:00:00,"1,2",5,0,,,,10403
291,43M,Danuvia43M,Danuvia43M,,,TAMAXI//c七瀬彩夏//c,Type                       Submachine gun                           //nMass                       3.6 kg (7 lb 15 oz) without magazine//n                           4.2 kg (9 lb 4 oz) with magazine//nLength                     956 mm (3 ft 2 in) butt extended//n                           749 mm (2 ft 5 in) butt retracted//nBarrel length              424 mm (1 ft 5 in)//n                           //nRate of fire               750 rpm cyclic//nMuzzle velocity            442 m/s (1//c450 ft/s)//nFeed system                40 round detachable box magazine,,2,3,7500,25,20,15,10,5,5,2,0,105,110,110,100,100,85,0,15,5,0,120,100,100202,0,300102,999999,,13,4,"7,9","1,12;4,10",0,"3;9,10",2;6,"1;1,2,3,4,13",,116,0,2020-01-21 00:00:00,"2001,234",3,0,,,,10704
292,RPK-16,RPK-16,RPK16,,,多元菌//c渕上舞//c,Type                       Light machine gun//n                           Squad automatic weapon//nMass                       4.5 kg (9.92 lb) (empty)//nLength                     650 mm (25.59 in)/830 mm (32.68 in)(stock folded) //n                           900 mm (35.43 in)/1080 mm (42.52 in)(stock extended)//nBarrel length              370  mm/500  mmm                        //nCartridge                  5.45×39 M74//nAction                     Gas operated//c rotating bolt; closed bolt//nRate of fire               700 RPM//nMuzzle velocity            880-900 m/s (2//c887-2952 ft/s)//nEffective firing range     300–8//c000 m sight adjustments//nFeed system                30-//c 60-round curved magazine//c 96-round drum magazine//nSights                     Iron sights: semi-shrouded front post and rear sliding tangent with an adjustable notch//n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n,,5,5,22560,40,30,25,15,5,5,2,5,100,95,115,100,130,125,0,15,5,10,138,100,900411,0,900410,"900412,702028,750345","900413,900409",17,"2,4,6","11,12,17,22,23","1,12;8,18",0,"2;5,17","1;1,2,3,16",3;14,,238,0,2020-01-16 00:00:00,"1,2,241",5,0,,44,team_defy,10104
293,AK-15,AK-15,AK15,,,多元菌//c甲斐田裕子//c,Type                       Assault rifle//nLength                     945 mm (37.2 in)//n                           (725 mm stock folded)//nBarrel length              415 mm (16.3 in)//nCartridge                  7.62×39mm//nRate of fire               700 RPM//nMuzzle velocity            715 m/s (2//c346 ft/s)                           //nEffective firing range     500–600 m (547–656 yd)//nMaximum firing range       800 meters//nFeed system                30-round detachable box magazine//n                           40-round detachable box magazine//nSights                     Back-up iron sights and integrated Picatinny railfor various optics,,4,5,15300,20,20,10,10,2,5,5,0,100,118,110,100,112,110,0,15,20,0,136,100,900418,0,900415,"900416,702028,118011,118013,750343",900423,13,2,"17,18,19","1,25;3,65",0,"1;1,2,3,4,13",2;8,"3;9,10,20",,215,0,2020-01-16 00:00:00,"1,2,241",5,0,"10:25,45:200,51:2;10:50,45:1200,51:3;10:75,45:2400,51:5",,team_defy,10104
294,韦伯利,Webley,Webley,,,Silverwing//c種﨑敦美//c,Type                       Service revolver//nMass                       2.4 lb (1.1 kg)//c unloaded//nLength                     11.25 in. (286 mm)//nBarrel length              6 in. (152 mm)                          //nCartridge                  .455 Webley Mk II//n                           .45 ACP//nCalibre                    .455 (11.6 mm)//nAction                     Double Action revolver//nRate of fire               20–30 rounds/minute//nMuzzle velocity            620 ft/s (190 m/s)//nEffective firing range     50 yd//nFeed system                6-round cylinder//nSights                     Fixed front blade and rear notch,,1,5,4140,10,10,5,5,2,2,2,0,130,98,102,100,120,100,0,15,20,0,132,100,113801,0,300101,"113804,113807","113805,113806,113802",14,0,"8,9,10,14,18","1,8;2,10",0,"1;4,13,16",2;6,3;10,,96,0,2020-01-16 00:00:00,229,5,0,,,,10201
295,CF05,CF05,06TypeSMG,,,Luicent//c石見舞菜香//c,Type                       Submachine gun//nMass                       2.1 kg (empty)//nLength                     405 mm (Closed Stock)/588 mm (Open Stock)//nBarrel length              250 mm                           //nCartridge                  9×19mm Parabellum//nAction                     Blowback//nRate of fire               800 Rounds/minute//nEffective firing range     100–150 m//nFeed system                50-round helical magazine//nSights                     Open sight,,2,4,8400,25,20,15,10,5,5,2,0,108,100,112,100,110,125,0,15,5,0,105,100,113901,0,300102,,,12,4,"6,7,8","1,20;3,25",0,"3;9,10",2;6,"1;1,2,3,4,13",,150,0,2020-01-16 00:00:00,228,4,0,,,nation_China,10802
296,SL8,SL8,SL8,,,薯子Imoko//c櫻庭有紗//c,Type                       Semi-automatic rifle//nMass                       8.60 pounds (3.9 kg) with magazine//nLength                     38.58 in. (980mm)//nBarrel length              20.08 in. (510mm)//nHeight                     9.84 in. (250mm) with magazine                          //nCartridge                  .223 Remington//c 5.56×45mm NATO//nAction                     Gas operated//c short stroke piston//c rotary locking bolt//nRate of fire               Semi-automatic//nFeed system                10-round single stack and 30-round double stack//c detachable polymer box magazine//nSights                     adjustable Iron sights and detachable MIL-STD-1913 rail. G36 sighting systems optional,,3,5,17280,15,30,10,15,5,2,5,0,96,106,120,100,112,110,0,15,40,0,128,100,900401,0,300104,702025,"900408,900414",19,0,"14,15,19,24","1,10;4,18",0,2;5,"1;1,2,3,13",3;15,,222,0,2020-01-16 00:00:00,"230,239",5,0,,,nation_German,10401
